stock weight,bond weight,real estate weight,Sharpe All,Sharpe 0,Sharpe 1,Sharpe 2,Sharpe,std Sharpe
0.14,0.16,0.7,1.0090000000000001,0.966,0.17,2.055,1.06,0.77
0.14,0.17,0.69,0.99,0.945,0.172,2.029,1.05,0.76
0.14,0.18,0.68,0.97,0.924,0.174,2.003,1.03,0.75
0.14,0.19,0.67,0.95,0.903,0.17600000000000002,1.9769999999999999,1.02,0.74
0.14,0.2,0.66,0.9309999999999999,0.8809999999999999,0.17800000000000002,1.95,1.0,0.73
0.14,0.21,0.65,0.9109999999999999,0.8590000000000001,0.179,1.9240000000000002,0.99,0.72
0.14,0.22,0.64,0.8909999999999999,0.8370000000000001,0.18100000000000002,1.8969999999999998,0.97,0.71
0.14,0.23,0.63,0.871,0.815,0.182,1.871,0.96,0.7
0.14,0.24,0.62,0.852,0.7929999999999999,0.184,1.845,0.94,0.69
0.14,0.25,0.61,0.8320000000000001,0.7709999999999999,0.185,1.819,0.92,0.68
0.14,0.26,0.6,0.812,0.748,0.18600000000000003,1.7930000000000001,0.91,0.67
0.14,0.27,0.59,0.7929999999999999,0.726,0.187,1.767,0.89,0.66
0.14,0.28,0.58,0.774,0.7040000000000001,0.18899999999999997,1.742,0.88,0.65
0.14,0.29,0.57,0.754,0.682,0.19,1.7169999999999999,0.86,0.64
0.14,0.3,0.56,0.735,0.66,0.191,1.692,0.85,0.63
0.14,0.31,0.55,0.716,0.638,0.192,1.6669999999999998,0.83,0.62
0.14,0.32,0.54,0.6970000000000001,0.616,0.193,1.643,0.82,0.61
0.14,0.33,0.53,0.679,0.594,0.19399999999999998,1.619,0.8,0.6
0.14,0.34,0.52,0.66,0.573,0.195,1.595,0.79,0.59
0.14,0.35,0.51,0.642,0.551,0.196,1.5719999999999998,0.77,0.58
0.14,0.37,0.49,0.605,0.509,0.198,1.526,0.74,0.57
0.14,0.38,0.48,0.5870000000000001,0.488,0.19899999999999998,1.5030000000000001,0.73,0.56
0.14,0.39,0.47,0.57,0.46799999999999997,0.2,1.4809999999999999,0.72,0.55
0.14,0.4,0.46,0.552,0.447,0.201,1.459,0.7,0.54
0.14,0.41,0.45,0.535,0.42700000000000005,0.20199999999999999,1.4380000000000002,0.69,0.54
0.14,0.42,0.44,0.518,0.40700000000000003,0.20199999999999999,1.416,0.68,0.53
0.14,0.43,0.43,0.501,0.387,0.203,1.395,0.66,0.52
0.14,0.44,0.42,0.484,0.36700000000000005,0.204,1.374,0.65,0.52
0.14,0.45,0.41,0.467,0.34700000000000003,0.205,1.354,0.64,0.51
0.14,0.46,0.4,0.451,0.32799999999999996,0.20600000000000002,1.334,0.62,0.51
0.14,0.47,0.39,0.435,0.309,0.207,1.314,0.61,0.5
0.14,0.48,0.38,0.419,0.289,0.20800000000000002,1.294,0.6,0.49
0.14,0.49,0.37,0.40299999999999997,0.271,0.209,1.275,0.58,0.49
0.14,0.51,0.35,0.37200000000000005,0.233,0.21100000000000002,1.236,0.56,0.48
0.14,0.52,0.34,0.35700000000000004,0.215,0.212,1.218,0.55,0.47
0.14,0.53,0.33,0.342,0.196,0.213,1.199,0.54,0.47
0.14,0.54,0.32,0.327,0.17800000000000002,0.214,1.181,0.52,0.46
0.14,0.55,0.31,0.313,0.16,0.215,1.163,0.51,0.46
0.14,0.56,0.3,0.299,0.14300000000000002,0.21600000000000003,1.145,0.5,0.46
0.14,0.57,0.29,0.284,0.125,0.217,1.127,0.49,0.45
0.14,0.58,0.28,0.271,0.10800000000000001,0.218,1.11,0.48,0.45
0.14,0.59,0.27,0.257,0.09,0.21899999999999997,1.093,0.47,0.45
0.14,0.6,0.26,0.243,0.073,0.22,1.0759999999999998,0.46,0.44
0.14,0.61,0.25,0.23,0.055999999999999994,0.221,1.0590000000000002,0.45,0.44
0.14,0.62,0.24,0.217,0.039,0.222,1.043,0.43,0.44
0.14,0.63,0.23,0.204,0.023,0.223,1.0270000000000001,0.42,0.43
0.14,0.64,0.22,0.192,0.006,0.22399999999999998,1.011,0.41,0.43
0.14,0.65,0.21,0.179,-0.01,0.226,0.995,0.4,0.43
0.14,0.66,0.2,0.16699999999999998,-0.026000000000000002,0.22699999999999998,0.9790000000000001,0.39,0.43
0.14,0.67,0.19,0.155,-0.042,0.228,0.9640000000000001,0.38,0.43
0.14,0.68,0.18,0.14400000000000002,-0.057,0.22899999999999998,0.9490000000000001,0.37,0.42
0.14,0.69,0.17,0.132,-0.073,0.23,0.934,0.36,0.42
0.14,0.7,0.16,0.121,-0.08800000000000001,0.231,0.919,0.35,0.42
0.14,0.71,0.15,0.109,-0.102,0.23199999999999998,0.905,0.34,0.42
0.14,0.72,0.14,0.098,-0.11699999999999999,0.233,0.8909999999999999,0.34,0.42
0.14,0.73,0.13,0.08800000000000001,-0.131,0.23399999999999999,0.877,0.33,0.42
0.14,0.74,0.12,0.077,-0.145,0.23600000000000002,0.863,0.32,0.42
0.14,0.75,0.11,0.067,-0.159,0.237,0.8490000000000001,0.31,0.41
0.14,0.76,0.1,0.057,-0.17300000000000001,0.23800000000000002,0.836,0.3,0.41
0.14,0.77,0.09,0.047,-0.18600000000000003,0.239,0.823,0.29,0.41
0.14,0.78,0.08,0.037000000000000005,-0.198,0.24,0.81,0.28,0.41
0.14,0.79,0.07,0.027000000000000003,-0.21100000000000002,0.24100000000000002,0.797,0.28,0.41
0.14,0.8,0.06,0.018000000000000002,-0.223,0.242,0.784,0.27,0.41
0.14,0.81,0.05,0.008,-0.23399999999999999,0.243,0.772,0.26,0.41
0.14,0.82,0.04,-0.001,-0.245,0.244,0.76,0.25,0.41
0.14,0.83,0.03,-0.01,-0.256,0.244,0.748,0.25,0.41
0.14,0.84,0.02,-0.018000000000000002,-0.266,0.245,0.736,0.24,0.41
0.14,0.85,0.01,-0.027000000000000003,-0.276,0.24600000000000002,0.7240000000000001,0.23,0.41
0.14,0.86,0.0,-0.035,-0.28600000000000003,0.247,0.713,0.22,0.41
0.15,0.0,0.85,1.2309999999999999,1.1840000000000002,0.08900000000000001,2.282,1.18,0.9
0.15,0.01,0.84,1.2209999999999999,1.176,0.092,2.287,1.18,0.9
0.15,0.02,0.83,1.21,1.166,0.096,2.289,1.18,0.9
0.15,0.03,0.82,1.198,1.155,0.1,2.289,1.18,0.89
0.15,0.04,0.81,1.186,1.143,0.10300000000000001,2.285,1.18,0.89
0.15,0.05,0.8,1.172,1.131,0.106,2.278,1.17,0.89
0.15,0.06,0.79,1.157,1.117,0.11,2.269,1.17,0.88
0.15,0.07,0.78,1.1420000000000001,1.103,0.113,2.2569999999999997,1.16,0.88
0.15,0.08,0.77,1.126,1.088,0.11599999999999999,2.242,1.15,0.87
0.15,0.09,0.76,1.11,1.072,0.11900000000000001,2.226,1.14,0.86
0.15,0.1,0.75,1.093,1.055,0.121,2.208,1.13,0.85
0.15,0.11,0.74,1.075,1.038,0.124,2.188,1.12,0.84
0.15,0.12,0.73,1.058,1.02,0.127,2.166,1.1,0.83
0.15,0.13,0.72,1.04,1.001,0.129,2.144,1.09,0.83
0.15,0.14,0.71,1.021,0.982,0.131,2.121,1.08,0.82
0.15,0.15,0.7,1.003,0.9620000000000001,0.134,2.096,1.06,0.8
0.15,0.16,0.69,0.9840000000000001,0.9420000000000001,0.136,2.0709999999999997,1.05,0.79
0.15,0.17,0.68,0.966,0.9209999999999999,0.138,2.046,1.03,0.78
0.15,0.18,0.67,0.9470000000000001,0.9009999999999999,0.14,2.02,1.02,0.77
0.15,0.19,0.66,0.9279999999999999,0.879,0.142,1.994,1.0,0.76
0.15,0.2,0.65,0.909,0.858,0.14300000000000002,1.9680000000000002,0.99,0.75
0.15,0.21,0.64,0.89,0.836,0.145,1.942,0.97,0.74
0.15,0.22,0.63,0.871,0.815,0.147,1.916,0.96,0.73
0.15,0.23,0.62,0.852,0.7929999999999999,0.14800000000000002,1.89,0.94,0.72
0.15,0.24,0.61,0.833,0.7709999999999999,0.15,1.864,0.93,0.71
0.15,0.25,0.6,0.8140000000000001,0.7490000000000001,0.151,1.838,0.91,0.7
0.15,0.26,0.59,0.795,0.727,0.153,1.8119999999999998,0.9,0.69
0.15,0.27,0.58,0.7759999999999999,0.705,0.154,1.787,0.88,0.68
0.15,0.28,0.57,0.758,0.6829999999999999,0.156,1.7619999999999998,0.87,0.67
0.15,0.29,0.56,0.7390000000000001,0.6609999999999999,0.157,1.7369999999999999,0.85,0.66
0.15,0.3,0.55,0.72,0.639,0.158,1.712,0.84,0.65
0.15,0.31,0.54,0.7020000000000001,0.618,0.159,1.6869999999999998,0.82,0.64
0.15,0.32,0.53,0.684,0.596,0.161,1.663,0.81,0.63
0.15,0.33,0.52,0.6659999999999999,0.575,0.162,1.639,0.79,0.62
0.15,0.34,0.51,0.647,0.5529999999999999,0.163,1.6159999999999999,0.78,0.61
0.15,0.36,0.49,0.612,0.511,0.166,1.569,0.75,0.6
0.15,0.37,0.48,0.594,0.491,0.16699999999999998,1.546,0.73,0.59
0.15,0.38,0.47,0.5770000000000001,0.47,0.168,1.524,0.72,0.58
0.15,0.39,0.46,0.56,0.449,0.16899999999999998,1.5019999999999998,0.71,0.57
0.15,0.4,0.45,0.542,0.429,0.17,1.48,0.69,0.57
0.15,0.41,0.44,0.525,0.409,0.171,1.4580000000000002,0.68,0.56
0.15,0.42,0.43,0.509,0.389,0.172,1.4369999999999998,0.67,0.55
0.15,0.43,0.42,0.49200000000000005,0.369,0.17300000000000001,1.416,0.65,0.55
0.15,0.44,0.41,0.47600000000000003,0.35,0.175,1.395,0.64,0.54
0.15,0.45,0.4,0.46,0.33,0.17600000000000002,1.374,0.63,0.53
0.15,0.46,0.39,0.44299999999999995,0.311,0.177,1.354,0.61,0.53
0.15,0.47,0.38,0.428,0.292,0.17800000000000002,1.334,0.6,0.52
0.15,0.48,0.37,0.41200000000000003,0.273,0.179,1.314,0.59,0.51
0.15,0.49,0.36,0.397,0.254,0.18,1.294,0.58,0.51
0.15,0.51,0.34,0.366,0.217,0.183,1.256,0.55,0.5
0.15,0.52,0.33,0.35100000000000003,0.19899999999999998,0.184,1.237,0.54,0.49
0.15,0.53,0.32,0.337,0.18,0.185,1.218,0.53,0.49
0.15,0.54,0.31,0.322,0.162,0.18600000000000003,1.2,0.52,0.48
0.15,0.55,0.3,0.308,0.145,0.187,1.182,0.5,0.48
0.15,0.56,0.29,0.294,0.127,0.188,1.1640000000000001,0.49,0.48
0.15,0.57,0.28,0.28,0.109,0.19,1.146,0.48,0.47
0.15,0.58,0.27,0.266,0.092,0.191,1.129,0.47,0.47
0.15,0.59,0.26,0.253,0.075,0.192,1.112,0.46,0.46
0.15,0.6,0.25,0.24,0.057999999999999996,0.193,1.095,0.45,0.46
0.15,0.61,0.24,0.22699999999999998,0.040999999999999995,0.195,1.078,0.44,0.46
0.15,0.62,0.23,0.214,0.025,0.196,1.061,0.43,0.45
0.15,0.63,0.22,0.201,0.008,0.19699999999999998,1.045,0.42,0.45
0.15,0.64,0.21,0.18899999999999997,-0.008,0.198,1.0290000000000001,0.41,0.45
0.15,0.65,0.2,0.177,-0.024,0.2,1.013,0.4,0.45
0.15,0.66,0.19,0.165,-0.04,0.201,0.997,0.39,0.44
0.15,0.67,0.18,0.153,-0.055999999999999994,0.20199999999999999,0.982,0.38,0.44
0.15,0.68,0.17,0.141,-0.071,0.203,0.9670000000000001,0.37,0.44
0.15,0.69,0.16,0.13,-0.086,0.205,0.9520000000000001,0.36,0.44
0.15,0.7,0.15,0.11900000000000001,-0.10099999999999999,0.20600000000000002,0.937,0.35,0.44
0.15,0.71,0.14,0.10800000000000001,-0.11599999999999999,0.207,0.922,0.34,0.43
0.15,0.72,0.13,0.09699999999999999,-0.13,0.20800000000000002,0.9079999999999999,0.33,0.43
0.15,0.73,0.12,0.086,-0.14400000000000002,0.209,0.894,0.32,0.43
0.15,0.74,0.11,0.076,-0.158,0.21100000000000002,0.88,0.31,0.43
0.15,0.75,0.1,0.065,-0.171,0.212,0.866,0.3,0.43
0.15,0.76,0.09,0.055,-0.184,0.213,0.853,0.29,0.43
0.15,0.77,0.08,0.045,-0.19699999999999998,0.214,0.84,0.29,0.43
0.15,0.78,0.07,0.036000000000000004,-0.21,0.215,0.826,0.28,0.43
0.15,0.79,0.06,0.026000000000000002,-0.222,0.21600000000000003,0.8140000000000001,0.27,0.42
0.15,0.8,0.05,0.017,-0.233,0.218,0.8009999999999999,0.26,0.42
0.15,0.81,0.04,0.008,-0.244,0.21899999999999997,0.789,0.25,0.42
0.15,0.82,0.03,-0.001,-0.255,0.22,0.7759999999999999,0.25,0.42
0.15,0.83,0.02,-0.01,-0.265,0.221,0.764,0.24,0.42
0.15,0.84,0.01,-0.019,-0.275,0.222,0.752,0.23,0.42
0.15,0.85,0.0,-0.027000000000000003,-0.285,0.223,0.741,0.23,0.42
0.16,0.0,0.84,1.197,1.159,0.057,2.293,1.17,0.91
0.16,0.01,0.83,1.187,1.15,0.061,2.299,1.17,0.91
0.16,0.02,0.82,1.176,1.14,0.064,2.301,1.17,0.91
0.16,0.03,0.81,1.165,1.129,0.068,2.3,1.17,0.91
0.16,0.04,0.8,1.1520000000000001,1.117,0.071,2.2969999999999997,1.16,0.91
0.16,0.05,0.79,1.139,1.105,0.07400000000000001,2.29,1.16,0.91
0.16,0.06,0.78,1.125,1.091,0.077,2.281,1.15,0.9
0.16,0.07,0.77,1.111,1.077,0.08,2.269,1.14,0.89
0.16,0.08,0.76,1.095,1.062,0.083,2.255,1.13,0.89
0.16,0.09,0.75,1.08,1.046,0.086,2.239,1.12,0.88
0.16,0.1,0.74,1.064,1.03,0.08900000000000001,2.221,1.11,0.87
0.16,0.11,0.73,1.047,1.012,0.091,2.202,1.1,0.86
0.16,0.12,0.72,1.03,0.9940000000000001,0.094,2.181,1.09,0.85
0.16,0.13,0.71,1.013,0.976,0.096,2.158,1.08,0.84
0.16,0.14,0.7,0.996,0.9570000000000001,0.099,2.135,1.06,0.83
0.16,0.15,0.69,0.978,0.938,0.10099999999999999,2.112,1.05,0.82
0.16,0.16,0.68,0.96,0.9179999999999999,0.10300000000000001,2.0869999999999997,1.04,0.81
0.16,0.17,0.67,0.9420000000000001,0.897,0.105,2.062,1.02,0.8
0.16,0.18,0.66,0.924,0.877,0.107,2.037,1.01,0.79
0.16,0.19,0.65,0.9059999999999999,0.856,0.109,2.011,0.99,0.78
0.16,0.2,0.64,0.888,0.835,0.111,1.985,0.98,0.77
0.16,0.21,0.63,0.8690000000000001,0.813,0.113,1.959,0.96,0.76
0.16,0.22,0.62,0.851,0.792,0.115,1.933,0.95,0.75
0.16,0.23,0.61,0.833,0.77,0.11699999999999999,1.9080000000000001,0.93,0.74
0.16,0.24,0.6,0.815,0.7490000000000001,0.11800000000000001,1.882,0.92,0.73
0.16,0.25,0.59,0.7959999999999999,0.727,0.12,1.8559999999999999,0.9,0.72
0.16,0.26,0.58,0.778,0.705,0.121,1.831,0.89,0.71
0.16,0.27,0.57,0.76,0.684,0.12300000000000001,1.805,0.87,0.7
0.16,0.28,0.56,0.742,0.662,0.125,1.78,0.86,0.69
0.16,0.29,0.55,0.7240000000000001,0.64,0.126,1.755,0.84,0.68
0.16,0.3,0.54,0.706,0.619,0.127,1.7309999999999999,0.83,0.67
0.16,0.31,0.53,0.688,0.598,0.129,1.706,0.81,0.66
0.16,0.32,0.52,0.67,0.5760000000000001,0.13,1.682,0.8,0.65
0.16,0.33,0.51,0.653,0.555,0.132,1.6580000000000001,0.78,0.64
0.16,0.35,0.49,0.618,0.513,0.134,1.611,0.75,0.63
0.16,0.36,0.48,0.6,0.49200000000000005,0.136,1.588,0.74,0.62
0.16,0.37,0.47,0.583,0.47200000000000003,0.13699999999999998,1.5659999999999998,0.72,0.61
0.16,0.38,0.46,0.5660000000000001,0.451,0.139,1.5430000000000001,0.71,0.6
0.16,0.39,0.45,0.5489999999999999,0.431,0.14,1.521,0.7,0.59
0.16,0.4,0.44,0.5329999999999999,0.41100000000000003,0.141,1.499,0.68,0.59
0.16,0.41,0.43,0.516,0.391,0.142,1.4769999999999999,0.67,0.58
0.16,0.42,0.42,0.5,0.371,0.14400000000000002,1.456,0.66,0.57
0.16,0.43,0.41,0.484,0.35200000000000004,0.145,1.435,0.64,0.57
0.16,0.44,0.4,0.46799999999999997,0.332,0.146,1.4140000000000001,0.63,0.56
0.16,0.45,0.39,0.452,0.313,0.14800000000000002,1.393,0.62,0.55
0.16,0.46,0.38,0.436,0.294,0.149,1.3730000000000002,0.61,0.55
0.16,0.47,0.37,0.42100000000000004,0.275,0.15,1.3530000000000002,0.59,0.54
0.16,0.48,0.36,0.405,0.256,0.152,1.3330000000000002,0.58,0.53
0.16,0.49,0.35,0.39,0.237,0.153,1.3130000000000002,0.57,0.53
0.16,0.51,0.33,0.36,0.2,0.156,1.274,0.54,0.52
0.16,0.52,0.32,0.34600000000000003,0.182,0.157,1.255,0.53,0.51
0.16,0.53,0.31,0.331,0.16399999999999998,0.158,1.237,0.52,0.51
0.16,0.54,0.3,0.317,0.146,0.16,1.218,0.51,0.5
0.16,0.55,0.29,0.303,0.129,0.161,1.2,0.5,0.5
0.16,0.56,0.28,0.289,0.111,0.162,1.182,0.49,0.49
0.16,0.57,0.27,0.276,0.094,0.16399999999999998,1.1640000000000001,0.47,0.49
0.16,0.58,0.26,0.262,0.077,0.165,1.147,0.46,0.48
0.16,0.59,0.25,0.249,0.06,0.166,1.129,0.45,0.48
0.16,0.6,0.24,0.23600000000000002,0.043,0.168,1.112,0.44,0.48
0.16,0.61,0.23,0.223,0.026000000000000002,0.16899999999999998,1.095,0.43,0.47
0.16,0.62,0.22,0.21100000000000002,0.01,0.171,1.079,0.42,0.47
0.16,0.63,0.21,0.198,-0.006,0.172,1.062,0.41,0.47
0.16,0.64,0.2,0.18600000000000003,-0.023,0.17300000000000001,1.046,0.4,0.46
0.16,0.65,0.19,0.174,-0.038,0.175,1.03,0.39,0.46
0.16,0.66,0.18,0.162,-0.054000000000000006,0.17600000000000002,1.014,0.38,0.46
0.16,0.67,0.17,0.15,-0.069,0.177,0.9990000000000001,0.37,0.46
0.16,0.68,0.16,0.139,-0.085,0.179,0.9840000000000001,0.36,0.45
0.16,0.69,0.15,0.128,-0.1,0.18,0.9690000000000001,0.35,0.45
0.16,0.7,0.14,0.11699999999999999,-0.114,0.182,0.9540000000000001,0.34,0.45
0.16,0.71,0.13,0.106,-0.129,0.183,0.9390000000000001,0.33,0.45
0.16,0.72,0.12,0.095,-0.14300000000000002,0.184,0.925,0.32,0.45
0.16,0.73,0.11,0.085,-0.157,0.18600000000000003,0.9109999999999999,0.31,0.45
0.16,0.74,0.1,0.07400000000000001,-0.17,0.187,0.897,0.3,0.44
0.16,0.75,0.09,0.064,-0.183,0.188,0.883,0.3,0.44
0.16,0.76,0.08,0.054000000000000006,-0.196,0.19,0.8690000000000001,0.29,0.44
0.16,0.77,0.07,0.045,-0.209,0.191,0.856,0.28,0.44
0.16,0.78,0.06,0.035,-0.221,0.192,0.843,0.27,0.44
0.16,0.79,0.05,0.026000000000000002,-0.23199999999999998,0.193,0.83,0.26,0.44
0.16,0.8,0.04,0.016,-0.243,0.19399999999999998,0.8170000000000001,0.26,0.43
0.16,0.81,0.03,0.006999999999999999,-0.254,0.196,0.805,0.25,0.43
0.16,0.82,0.02,-0.001,-0.264,0.19699999999999998,0.792,0.24,0.43
0.16,0.83,0.01,-0.01,-0.27399999999999997,0.198,0.78,0.23,0.43
0.16,0.84,0.0,-0.019,-0.284,0.19899999999999998,0.769,0.23,0.43
0.17,0.0,0.83,1.1640000000000001,1.1340000000000001,0.027999999999999997,2.3040000000000003,1.16,0.93
0.17,0.01,0.82,1.1540000000000001,1.124,0.031,2.309,1.15,0.93
0.17,0.02,0.81,1.1440000000000001,1.114,0.035,2.312,1.15,0.93
0.17,0.03,0.8,1.1320000000000001,1.103,0.038,2.311,1.15,0.93
0.17,0.04,0.79,1.12,1.092,0.040999999999999995,2.307,1.15,0.93
0.17,0.05,0.78,1.1079999999999999,1.079,0.044000000000000004,2.301,1.14,0.92
0.17,0.06,0.77,1.094,1.065,0.047,2.292,1.13,0.92
0.17,0.07,0.76,1.08,1.051,0.05,2.281,1.13,0.91
0.17,0.08,0.75,1.0659999999999998,1.036,0.053,2.267,1.12,0.91
0.17,0.09,0.74,1.051,1.02,0.055,2.251,1.11,0.9
0.17,0.1,0.73,1.036,1.004,0.057999999999999996,2.233,1.1,0.89
0.17,0.11,0.72,1.02,0.987,0.061,2.214,1.09,0.88
0.17,0.12,0.71,1.004,0.9690000000000001,0.063,2.193,1.08,0.87
0.17,0.13,0.7,0.987,0.951,0.066,2.1719999999999997,1.06,0.86
0.17,0.14,0.69,0.971,0.932,0.068,2.149,1.05,0.85
0.17,0.15,0.68,0.9540000000000001,0.9129999999999999,0.07,2.125,1.04,0.84
0.17,0.16,0.67,0.937,0.893,0.073,2.101,1.02,0.83
0.17,0.17,0.66,0.919,0.873,0.075,2.077,1.01,0.82
0.17,0.18,0.65,0.902,0.853,0.077,2.052,0.99,0.81
0.17,0.19,0.64,0.885,0.8320000000000001,0.079,2.026,0.98,0.8
0.17,0.2,0.63,0.867,0.8109999999999999,0.081,2.001,0.96,0.79
0.17,0.21,0.62,0.85,0.79,0.083,1.975,0.95,0.78
0.17,0.22,0.61,0.8320000000000001,0.769,0.085,1.95,0.93,0.77
0.17,0.23,0.6,0.8140000000000001,0.748,0.086,1.9240000000000002,0.92,0.76
0.17,0.24,0.59,0.797,0.727,0.08800000000000001,1.8980000000000001,0.9,0.75
0.17,0.25,0.58,0.779,0.705,0.09,1.8730000000000002,0.89,0.74
0.17,0.26,0.57,0.7609999999999999,0.684,0.092,1.848,0.87,0.73
0.17,0.27,0.56,0.7440000000000001,0.662,0.09300000000000001,1.8230000000000002,0.86,0.72
0.17,0.28,0.55,0.726,0.6409999999999999,0.095,1.798,0.84,0.71
0.17,0.29,0.54,0.7090000000000001,0.62,0.09699999999999999,1.7730000000000001,0.83,0.7
0.17,0.3,0.53,0.691,0.598,0.098,1.7480000000000002,0.81,0.69
0.17,0.31,0.52,0.674,0.5770000000000001,0.1,1.724,0.8,0.68
0.17,0.32,0.51,0.657,0.556,0.102,1.7,0.79,0.67
0.17,0.34,0.49,0.623,0.514,0.105,1.653,0.76,0.65
0.17,0.35,0.48,0.606,0.494,0.106,1.629,0.74,0.65
0.17,0.36,0.47,0.589,0.473,0.10800000000000001,1.6059999999999999,0.73,0.64
0.17,0.37,0.46,0.5720000000000001,0.45299999999999996,0.109,1.584,0.72,0.63
0.17,0.38,0.45,0.556,0.433,0.111,1.561,0.7,0.62
0.17,0.39,0.44,0.539,0.41200000000000003,0.11199999999999999,1.5390000000000001,0.69,0.61
0.17,0.4,0.43,0.523,0.39299999999999996,0.114,1.517,0.67,0.61
0.17,0.41,0.42,0.507,0.373,0.115,1.495,0.66,0.6
0.17,0.42,0.41,0.491,0.353,0.11699999999999999,1.474,0.65,0.59
0.17,0.43,0.4,0.475,0.33399999999999996,0.11800000000000001,1.453,0.64,0.59
0.17,0.44,0.39,0.46,0.315,0.12,1.432,0.62,0.58
0.17,0.45,0.38,0.444,0.295,0.121,1.411,0.61,0.57
0.17,0.46,0.37,0.429,0.276,0.12300000000000001,1.391,0.6,0.57
0.17,0.47,0.36,0.414,0.258,0.124,1.37,0.58,0.56
0.17,0.48,0.35,0.39799999999999996,0.239,0.126,1.35,0.57,0.55
0.17,0.49,0.34,0.384,0.22,0.127,1.331,0.56,0.55
0.17,0.51,0.32,0.355,0.184,0.13,1.2919999999999998,0.54,0.54
0.17,0.52,0.31,0.34,0.166,0.131,1.273,0.52,0.53
0.17,0.53,0.3,0.326,0.14800000000000002,0.133,1.254,0.51,0.52
0.17,0.54,0.29,0.312,0.13,0.134,1.236,0.5,0.52
0.17,0.55,0.28,0.298,0.113,0.136,1.217,0.49,0.52
0.17,0.56,0.27,0.285,0.096,0.13699999999999998,1.199,0.48,0.51
0.17,0.57,0.26,0.271,0.078,0.139,1.181,0.47,0.51
0.17,0.58,0.25,0.258,0.061,0.14,1.1640000000000001,0.46,0.5
0.17,0.59,0.24,0.245,0.044000000000000004,0.142,1.146,0.44,0.5
0.17,0.6,0.23,0.23199999999999998,0.027999999999999997,0.14300000000000002,1.129,0.43,0.49
0.17,0.61,0.22,0.22,0.011000000000000001,0.145,1.112,0.42,0.49
0.17,0.62,0.21,0.207,-0.005,0.147,1.0959999999999999,0.41,0.49
0.17,0.63,0.2,0.195,-0.021,0.14800000000000002,1.079,0.4,0.48
0.17,0.64,0.19,0.183,-0.037000000000000005,0.15,1.063,0.39,0.48
0.17,0.65,0.18,0.171,-0.053,0.151,1.047,0.38,0.48
0.17,0.66,0.17,0.16,-0.068,0.153,1.031,0.37,0.47
0.17,0.67,0.16,0.14800000000000002,-0.083,0.154,1.015,0.36,0.47
0.17,0.68,0.15,0.13699999999999998,-0.098,0.156,1.0,0.35,0.47
0.17,0.69,0.14,0.126,-0.113,0.157,0.985,0.34,0.47
0.17,0.7,0.13,0.115,-0.127,0.159,0.97,0.33,0.46
0.17,0.71,0.12,0.10400000000000001,-0.142,0.16,0.955,0.32,0.46
0.17,0.72,0.11,0.094,-0.155,0.161,0.941,0.32,0.46
0.17,0.73,0.1,0.083,-0.16899999999999998,0.163,0.927,0.31,0.46
0.17,0.74,0.09,0.073,-0.182,0.16399999999999998,0.9129999999999999,0.3,0.46
0.17,0.75,0.08,0.063,-0.195,0.166,0.899,0.29,0.46
0.17,0.76,0.07,0.054000000000000006,-0.207,0.16699999999999998,0.885,0.28,0.45
0.17,0.77,0.06,0.044000000000000004,-0.21899999999999997,0.16899999999999998,0.872,0.27,0.45
0.17,0.78,0.05,0.034,-0.231,0.17,0.8590000000000001,0.27,0.45
0.17,0.79,0.04,0.025,-0.242,0.171,0.846,0.26,0.45
0.17,0.8,0.03,0.016,-0.253,0.17300000000000001,0.833,0.25,0.45
0.17,0.81,0.02,0.006999999999999999,-0.264,0.174,0.82,0.24,0.45
0.17,0.82,0.01,-0.002,-0.27399999999999997,0.175,0.8079999999999999,0.24,0.44
0.17,0.83,0.0,-0.01,-0.28300000000000003,0.17600000000000002,0.7959999999999999,0.23,0.44
0.18,0.0,0.82,1.1320000000000001,1.1079999999999999,0.0,2.314,1.14,0.94
0.18,0.01,0.81,1.123,1.099,0.004,2.319,1.14,0.95
0.18,0.02,0.8,1.113,1.089,0.006999999999999999,2.3209999999999997,1.14,0.95
0.18,0.03,0.79,1.102,1.078,0.01,2.3209999999999997,1.14,0.94
0.18,0.04,0.78,1.09,1.0659999999999998,0.013000000000000001,2.3169999999999997,1.13,0.94
0.18,0.05,0.77,1.078,1.053,0.015,2.311,1.13,0.94
0.18,0.06,0.76,1.065,1.04,0.018000000000000002,2.302,1.12,0.93
0.18,0.07,0.75,1.052,1.025,0.021,2.291,1.11,0.93
0.18,0.08,0.74,1.038,1.01,0.024,2.2769999999999997,1.1,0.92
0.18,0.09,0.73,1.024,0.995,0.027000000000000003,2.262,1.09,0.92
0.18,0.1,0.72,1.0090000000000001,0.978,0.028999999999999998,2.244,1.08,0.91
0.18,0.11,0.71,0.9940000000000001,0.9620000000000001,0.032,2.226,1.07,0.9
0.18,0.12,0.7,0.978,0.9440000000000001,0.034,2.205,1.06,0.89
0.18,0.13,0.69,0.9620000000000001,0.9259999999999999,0.037000000000000005,2.184,1.05,0.88
0.18,0.14,0.68,0.946,0.907,0.039,2.162,1.04,0.87
0.18,0.15,0.67,0.93,0.888,0.040999999999999995,2.138,1.02,0.86
0.18,0.16,0.66,0.914,0.8690000000000001,0.044000000000000004,2.115,1.01,0.85
0.18,0.17,0.65,0.897,0.8490000000000001,0.046,2.09,1.0,0.84
